stu_id,answer_rank,who_am_i,code,valence,year
stu_SJVEV0642E,1,I am a 7th grade Honors student.,22.0,7thgrade,2022-2023
stu_SJVEV0642E,1,I am a 7th grade Honors student.,4.0,7thgrade,2022-2023
stu_SJVEV0642E,1,I am a 7th grade Honors student.,14.0,positive,2022-2023
stu_SJVEV0642E,2,I am a catcher on my softball team.,29.0,neutral,2022-2023
stu_SJVEV0642E,3,I am a finalist in eventing on horses.,43.0,neutral,2022-2023
stu_SJVEV0642E,3,I am a finalist in eventing on horses.,29.0,neutral,2022-2023
stu_SJVEV0642E,4,I am a young female who loves to read.,25.0,positive,2022-2023
stu_SJVEV0642E,4,I am a young female who loves to read.,2.0,child,2022-2023
stu_SJVEV0642E,4,I am a young female who loves to read.,4.0,girl,2022-2023
stu_SJVEV0642E,4,I am a young female who loves to read.,24.0,positive,2022-2023
stu_SJVEV0642E,5,I am allergic to everything.,36.0,neutral,2022-2023
stu_SJVEV0642E,6,I am the oldest child.,12.0,neutral,2022-2023
stu_SJVEV0642E,7,I am a bestfriend.,10.0,neutral,2022-2023
stu_SJVEV0642E,8,I am good at math.,43.0,positive,2022-2023
stu_SJVEV0642E,8,I am good at math.,25.0,positive,2022-2023
stu_SJVEV0642E,9,I come from an italian/english speaking hous.,12.0,neutral,2022-2023
stu_SJVEV0642E,10,I am good with kids.,44.0,positive,2022-2023
stu_SJVEV0642E,11,I am funny.,45.0,positive,2022-2023
stu_SJVEV0642E,12,I am a good speller.,14.0,positive,2022-2023
stu_SJVEV0642E,13,I am not fond of computer work.,27.0,negative,2022-2023
stu_SJVEV0642E,13,I am not fond of computer work.,24.0,negative,2022-2023
stu_SJVEV0642E,14,I am more fond of work on paper.,24.0,positive,2022-2023
stu_SJVEV0642E,16,I am excited for summer.,24.0,positive,2022-2023
stu_SJVEV0642E,17,I am in love with the color yellow.,24.0,positive,2022-2023
stu_SJVEV0642E,18,I am asthmatic.,37.0,neutral,2022-2023
stu_SJVEV0642E,19,I am looking forward to this study.,14.0,neutral,2022-2023
stu_SJVEV0642E,20,I am [student first name].,5.0,none,2022-2023
stu_SSTKI8334K,1,smart,43.0,positive,2022-2023
stu_SSTKI8334K,2,people,48.0,none,2022-2023
stu_SSTKI8334K,3,nice,44.0,positive,2022-2023
stu_SSTKI8334K,4,kind,44.0,positive,2022-2023
stu_SSTKI8334K,5,kids,48.0,none,2022-2023
stu_SSTKI8334K,6,short,35.0,neutral,2022-2023
stu_SSTKI8334K,7,cool,46.0,positive,2022-2023
stu_SSTKI8334K,8,respect,44.0,positive,2022-2023
stu_SSTKI8334K,9,Boy,2.0,boy,2022-2023
stu_SSTKI8334K,10,little,35.0,neutral,2022-2023
stu_SSTKI8334K,11,Focus,47.0,positive,2022-2023
stu_SSTKI8334K,12,talking,47.0,neutral,2022-2023
stu_SSTKI8334K,13,sleep,48.0,none,2022-2023
stu_SSTKI8334K,14,money,48.0,none,2022-2023
stu_SSTKI8334K,15,Math,48.0,none,2022-2023
stu_SSTKI8334K,16,good,40.0,positive,2022-2023
stu_SSTKI8334K,17,eating,47.0,neutral,2022-2023
stu_SSTKI8334K,18,love Dog,24.0,positive,2022-2023
stu_SSTKI8334K,19,Love my life,24.0,positive,2022-2023
stu_SSTKI8334K,20,Love art,24.0,positive,2022-2023
stu_STBWH2237D,1,I am a boy,2.0,boy,2022-2023
stu_STBWH2237D,2,I am a student,14.0,neutral,2022-2023
stu_STBWH2237D,3,I am a human,21.0,none,2022-2023
stu_STBWH2237D,4,I am [school name] middle school student,22.0,middleschool,2022-2023
stu_STBWH2237D,4,I am [school name] middle school student,4.0,middleschool,2022-2023
stu_STBWH2237D,4,I am [school name] middle school student,14.0,neutral,2022-2023
stu_STBWH2237D,5,I am a friend,12.0,neutral,2022-2023
stu_STBWH2237D,6,I am a kid who likes Pokemon,28.0,positive,2022-2023
stu_STBWH2237D,6,I am a kid who likes Pokemon,4.0,child,2022-2023
stu_STBWH2237D,6,I am a kid who likes Pokemon,24.0,positive,2022-2023
stu_STBWH2237D,7,I am a kid who likes  Dinosaurs,24.0,positive,2022-2023
stu_STBWH2237D,7,I am a kid who likes  Dinosaurs,4.0,child,2022-2023
stu_STBWH2237D,7,I am a kid who likes  Dinosaurs,22.0,child,2022-2023
stu_STBWH2237D,8,I am a kid who likes Star Wars,24.0,positive,2022-2023
stu_STBWH2237D,8,I am a kid who likes Star Wars,4.0,childchild,2022-2023
stu_STBWH2237D,8,I am a kid who likes Star Wars,22.0,positive,2022-2023
stu_STBWH2237D,9,I am a kid who likes a lot of stuff,24.0,positive,2022-2023
stu_STBWH2237D,9,I am a kid who likes a lot of stuff,4.0,child,2022-2023
stu_STBWH2237D,10,I am a kid who likes ELA,25.0,positive,2022-2023
stu_STBWH2237D,10,I am a kid who likes ELA,4.0,child,2022-2023
stu_STBWH2237D,10,I am a kid who likes ELA,24.0,positive,2022-2023
stu_TMCTU7971Z,1,I am a 6th grade student,22.0,sixthgrader,2022-2023
stu_TMCTU7971Z,1,I am a 6th grade student,14.0,neutral,2022-2023
stu_TMCTU7971Z,2,I am a girl,2.0,girl,2022-2023
stu_TMCTU7971Z,3,I am a 12 year old,4.0,12 years old,2022-2023
stu_TMCTU7971Z,4,I am african american,6.0,black,2022-2023
stu_TMCTU7971Z,5,I am a law abiding citizen,40.0,positive,2022-2023
stu_TMCTU7971Z,6,I am a atheist,16.0,atheist,2022-2023
stu_TMCTU7971Z,7,I am a honor role student,25.0,neutral,2022-2023
stu_TMCTU7971Z,7,I am a honor role student,14.0,neutral,2022-2023
stu_TMCTU7971Z,8,I am a student at [school name] middle school,14.0,neutral,2022-2023
stu_TMCTU7971Z,9,I am a kind person,44.0,positive,2022-2023
stu_TMCTU7971Z,9,I am a kind person,21.0,none,2022-2023
stu_TMCTU7971Z,10,I am a respectful person,44.0,positive,2022-2023
stu_TMCTU7971Z,11,I am a cartoon enjoyer,24.0,positive,2022-2023
stu_TMCTU7971Z,12,I am a good friend,10.0,positive,2022-2023
stu_TMCTU7971Z,13,I am an artist,26.0,neutral,2022-2023
stu_TMCTU7971Z,14,I am a creative person,43.0,positive,2022-2023
stu_TMCTU7971Z,15,I am smart person,43.0,positive,2022-2023
stu_TMCTU7971Z,16,I am a happy person,45.0,positive,2022-2023
stu_TMCTU7971Z,17,I am strong person,41.0,positive,2022-2023
stu_TMCTU7971Z,18,I am a resilient person,41.0,positive,2022-2023
stu_TMCTU7971Z,19,I am a intelligent person,43.0,positive,2022-2023
stu_TMCTU7971Z,20,I am a brave person,41.0,positive,2022-2023
stu_UGQWV7532K,1,am cute,35.0,positive,2022-2023
stu_UGQWV7532K,2,am sleepy,47.0,negative,2022-2023
stu_UGQWV7532K,3,am smart,43.0,positive,2022-2023
stu_UGQWV7532K,4,am fonny,46.0,positive,2022-2023
stu_UGQWV7532K,5,i love art,26.0,positive,2022-2023
stu_UGQWV7532K,5,i love art,24.0,positive,2022-2023
stu_UGQWV7532K,6,i love cat,24.0,positive,2022-2023
stu_UGQWV7532K,7,am friendsy,44.0,positive,2022-2023
stu_UGQWV7532K,8,i love my friends,24.0,positive,2022-2023
stu_UGQWV7532K,8,i love my friends,10.0,positive,2022-2023
stu_UGQWV7532K,9,i love to rende,24.0,positive,2022-2023
stu_UGQWV7532K,10,am lovely,44.0,positive,2022-2023
stu_UGQWV7532K,11,am smort,43.0,positive,2022-2023
stu_UGQWV7532K,12,i love to elepe,48.0,none,2022-2023
stu_UGQWV7532K,13,i like to renne,24.0,positive,2022-2023
stu_UGQWV7532K,14,am sleepy,47.0,neutral,2022-2023
stu_UGQWV7532K,15,ilove to play,31.0,positive,2022-2023
stu_UGQWV7532K,15,ilove to play,24.0,positive,2022-2023
stu_UGQWV7532K,16,i like to chopigne,48.0,none,2022-2023
stu_UGQWV7532K,17,i like pizza,24.0,positive,2022-2023
stu_UGQWV7532K,18,and ilove haiti foude,24.0,positive,2022-2023
stu_UGQWV7532K,19,i love my frends,10.0,positive,2022-2023
stu_UGQWV7532K,19,i love my frends,24.0,positive,2022-2023
stu_UGQWV7532K,20,i love smart cat,24.0,positive,2022-2023
stu_UQFAD1981W,1,Im a soccer player,29.0,neutral,2022-2023
stu_UQFAD1981W,2,Im a pround Catholic-Christian,24.0,positive,2022-2023
stu_UQFAD1981W,2,Im a pround Catholic-Christian,16.0,catholic,2022-2023
stu_UQFAD1981W,3,Im a bascketball player,29.0,neutral,2022-2023
stu_UQFAD1981W,4,Im from HAiti,7.0,haitian,2022-2023
stu_UQFAD1981W,5,Im good at math,25.0,positive,2022-2023
stu_UQFAD1981W,5,Im good at math,14.0,positive,2022-2023
stu_UQFAD1981W,6,Im a fortnite player,28.0,neutral,2022-2023
stu_UQFAD1981W,7,Im a gamer,28.0,neutral,2022-2023
stu_UQFAD1981W,8,Im the greatest at physical activities,43.0,positive,2022-2023
stu_UQFAD1981W,8,Im the greatest at physical activities,29.0,positive,2022-2023
stu_UQFAD1981W,9,Im Bilangual,43.0,neutral,2022-2023
stu_UQFAD1981W,10,"Im a French, Creol, and English speaker",,,2022-2023
stu_UQFAD1981W,11,Im learning spanish,47.0,neutral,2022-2023
stu_UQFAD1981W,12,Im fast,43.0,positive,2022-2023
stu_UQFAD1981W,13,Im a blue color lover,24.0,positive,2022-2023
stu_UQFAD1981W,13,Im a blue color lover,22.0,bluecolorlover,2022-2023
stu_UQFAD1981W,14,Im  92 pounds,35.0,neutral,2022-2023
stu_UQFAD1981W,15,Im black,6.0,black,2022-2023
stu_UQFAD1981W,16,Im a brown eyes person,35.0,neutral,2022-2023
stu_UQFAD1981W,17,Im 13 years old,3.0,13 years old,2022-2023
stu_UQFAD1981W,18,Im [student first name],5.0,none,2022-2023
stu_UQFAD1981W,19,Im a orange lover,24.0,positive,2022-2023
stu_UQFAD1981W,20,Im a history lover,25.0,positive,2022-2023
stu_UZEQK9449D,1,[student first name],5.0,none,2022-2023
stu_UZEQK9449D,2,A boy,2.0,boy,2022-2023
stu_UZEQK9449D,3,Haitian,7.0,haitian,2022-2023
stu_UZEQK9449D,4,kind,44.0,positive,2022-2023
stu_UZEQK9449D,5,loving,44.0,positive,2022-2023
stu_UZEQK9449D,6,smart,43.0,positive,2022-2023
stu_UZEQK9449D,7,caring,44.0,positive,2022-2023
stu_UZEQK9449D,8,loyal,40.0,positive,2022-2023
stu_UZEQK9449D,9,A human,21.0,none,2022-2023
stu_UZEQK9449D,10,I like to paly basketball,29.0,positive,2022-2023
stu_UZEQK9449D,10,I like to paly basketball,24.0,positive,2022-2023
stu_UZEQK9449D,11,I like video games,28.0,positive,2022-2023
stu_UZEQK9449D,11,I like video games,24.0,positive,2022-2023
stu_UZEQK9449D,12,I like Ice cream,24.0,positive,2022-2023
stu_UZEQK9449D,13,I like fried chicken,24.0,positive,2022-2023
stu_UZEQK9449D,14,I like cars,24.0,positive,2022-2023
stu_UZEQK9449D,15,I like to play with friend,31.0,positive,2022-2023
stu_UZEQK9449D,15,I like to play with friend,10.0,positive,2022-2023
stu_UZEQK9449D,15,I like to play with friend,24.0,positive,2022-2023
stu_UZEQK9449D,16,I have 26 friends,10.0,neutral,2022-2023
stu_UZEQK9449D,17,I am from Hati,7.0,haitian,2022-2023
stu_UZEQK9449D,18,I like to play soccer,29.0,positive,2022-2023
stu_UZEQK9449D,18,I like to play soccer,24.0,positive,2022-2023
stu_UZEQK9449D,19,I like to play football,29.0,positive,2022-2023
stu_UZEQK9449D,19,I like to play football,24.0,positive,2022-2023
stu_UZEQK9449D,20,I like to play with frisbes,29.0,positive,2022-2023
stu_UZEQK9449D,20,I like to play with frisbes,24.0,positive,2022-2023
stu_UZPVQ3560H,1,i am a 11 year old girl,4.0,11,2022-2023
stu_UZPVQ3560H,1,i am a 11 year old girl,2.0,girl,2022-2023
stu_UZPVQ3560H,2,i am a black african and amrican,7.0,africanandamerican,2022-2023
stu_UZPVQ3560H,2,i am a black african and amrican,6.0,black,2022-2023
stu_UZPVQ3560H,3,i am cape verdean,7.0,cape verdean,2022-2023
stu_UZPVQ3560H,4,my name is [student first name],5.0,none,2022-2023
stu_UZPVQ3560H,5,i am a student at [school name] middle school,22.0,middleschooler,2022-2023
stu_UZPVQ3560H,5,i am a student at [school name] middle school,14.0,neutral,2022-2023
stu_UZPVQ3560H,6,i am a girl that loves to do sports,29.0,positive,2022-2023
stu_UZPVQ3560H,6,i am a girl that loves to do sports,2.0,girl,2022-2023
stu_UZPVQ3560H,6,i am a girl that loves to do sports,24.0,positive,2022-2023
stu_UZPVQ3560H,7,i am a girl that loves english class,25.0,positive,2022-2023
stu_UZPVQ3560H,7,i am a girl that loves english class,2.0,girl,2022-2023
stu_UZPVQ3560H,7,i am a girl that loves english class,24.0,positive,2022-2023
stu_UZPVQ3560H,8,i am a girl that loves soccer,24.0,positive,2022-2023
stu_UZPVQ3560H,8,i am a girl that loves soccer,2.0,girl,2022-2023
stu_UZPVQ3560H,9,i am a girl that's bad at math,25.0,negative,2022-2023
stu_UZPVQ3560H,9,i am a girl that's bad at math,2.0,girl,2022-2023
stu_UZPVQ3560H,9,i am a girl that's bad at math,14.0,negative,2022-2023
stu_UZPVQ3560H,10,i am a girl that has 2 sibilings,12.0,neutral,2022-2023
stu_UZPVQ3560H,10,i am a girl that has 2 sibilings,2.0,girl,2022-2023
stu_UZPVQ3560H,11,i am a girl that has an annoying cousin named [first name] in my class,12.0,negative,2022-2023
stu_UZPVQ3560H,11,i am a girl that has an annoying cousin named [first name] in my class,2.0,girl,2022-2023
stu_UZPVQ3560H,12,i am a girl that loves new born babys,24.0,positive,2022-2023
stu_UZPVQ3560H,12,i am a girl that loves new born babys,2.0,girl,2022-2023
stu_UZPVQ3560H,13,i am a girl that lloves to babysit,24.0,positive,2022-2023
stu_UZPVQ3560H,13,i am a girl that lloves to babysit,2.0,girl,2022-2023
stu_UZPVQ3560H,14,i am a girl that has a crush,47.0,neutral,2022-2023
stu_UZPVQ3560H,14,i am a girl that has a crush,2.0,girl,2022-2023
stu_UZPVQ3560H,15,i am a girl that struggles in class sometimes,25.0,negative,2022-2023
stu_UZPVQ3560H,15,i am a girl that struggles in class sometimes,2.0,girl,2022-2023
stu_UZPVQ3560H,15,i am a girl that struggles in class sometimes,14.0,negative,2022-2023
stu_UZPVQ3560H,16,i am a girl that loves drawing,26.0,positive,2022-2023
stu_UZPVQ3560H,16,i am a girl that loves drawing,2.0,girl,2022-2023
stu_UZPVQ3560H,16,i am a girl that loves drawing,24.0,positive,2022-2023
stu_UZPVQ3560H,17,i am a girl that has 3 bestfriends,10.0,positive,2022-2023
stu_UZPVQ3560H,17,i am a girl that has 3 bestfriends,2.0,girl,2022-2023
stu_UZPVQ3560H,18,i am a girl that hates doing laps,29.0,negative,2022-2023
stu_UZPVQ3560H,18,i am a girl that hates doing laps,2.0,girl,2022-2023
stu_UZPVQ3560H,18,i am a girl that hates doing laps,24.0,negative,2022-2023
stu_UZPVQ3560H,19,i am a girl that loves jordens,24.0,positive,2022-2023
stu_UZPVQ3560H,19,i am a girl that loves jordens,2.0,girl,2022-2023
stu_UZPVQ3560H,20,i am a girl that loves dressing nice.,24.0,positive,2022-2023
stu_UZPVQ3560H,20,i am a girl that loves dressing nice.,2.0,girl,2022-2023
stu_VNILP4467H,1,nice,44.0,positive,2022-2023
stu_VNILP4467H,2,emo,22.0,emo,2022-2023
stu_VNILP4467H,3,cute,35.0,positive,2022-2023
stu_VNILP4467H,4,queen,40.0,positive,2022-2023
stu_VNILP4467H,4,queen,2.0,girl,2022-2023
stu_VNILP4467H,5,helper,46.0,positive,2022-2023
stu_VNILP4467H,6,Fighter,41.0,positive,2022-2023
stu_VNILP4467H,7,shy,44.0,neutral,2022-2023
stu_VNILP4467H,8,lovely,45.0,positive,2022-2023
stu_VNILP4467H,9,dandy,47.0,positive,2022-2023
stu_VNILP4467H,10,I love spider,24.0,positive,2022-2023
stu_VNILP4467H,11,I love money,24.0,positive,2022-2023
stu_VNILP4467H,12,am i'm,48.0,none,2022-2023
stu_VNILP4467H,13,emo,45.0,neutral,2022-2023
stu_VNILP4467H,14,i want a big boy,48.0,none,2022-2023
stu_VNILP4467H,15,"I""m a show off",44.0,neutral,2022-2023
stu_VNILP4467H,16,kind,44.0,positive,2022-2023
stu_VNILP4467H,17,i love to play with my friends [first name] and [first name],24.0,positive,2022-2023
stu_VNILP4467H,17,i love to play with my friends [first name] and [first name],10.0,positive,2022-2023
stu_VNILP4467H,18,sometime i'm mean,44.0,negative,2022-2023
stu_VNILP4467H,19,i love to do drama,26.0,positive,2022-2023
stu_VNILP4467H,19,i love to do drama,24.0,positive,2022-2023
stu_VNILP4467H,20,i love to fight,24.0,positive,2022-2023
stu_WFOJG2118N,1,[student first name],5.0,none,2022-2023
stu_WFOJG2118N,2,Cool,46.0,positive,2022-2023
stu_WFOJG2118N,3,Silly,45.0,neutral,2022-2023
stu_WFOJG2118N,4,Funny,46.0,positive,2022-2023
stu_WFOJG2118N,5,Smart,43.0,positive,2022-2023
stu_WFOJG2118N,6,Chill,45.0,neutral,2022-2023
stu_WFOJG2118N,7,Tired,47.0,negative,2022-2023
stu_WFOJG2118N,8,Happy,45.0,positive,2022-2023
stu_WFOJG2118N,9,someone who plays videogames,28.0,neutral,2022-2023
stu_WFOJG2118N,10,Good sport,44.0,positive,2022-2023
stu_WFOJG2118N,11,Intelligent,43.0,positive,2022-2023
stu_WFOJG2118N,12,goofy,45.0,neutral,2022-2023
stu_WFOJG2118N,13,Someone who is ready to learn,25.0,positive,2022-2023
stu_WFOJG2118N,14,Someone who likes laugh,45.0,positive,2022-2023
stu_WFOJG2118N,14,Someone who likes laugh,24.0,positive,2022-2023
stu_WFOJG2118N,15,Someone who likes to play outside,31.0,positive,2022-2023
stu_WFOJG2118N,15,Someone who likes to play outside,24.0,positive,2022-2023
stu_WFOJG2118N,16,Someone who enjoys being around friends.,24.0,positive,2022-2023
stu_WFOJG2118N,16,Someone who enjoys being around friends.,10.0,positive,2022-2023
stu_WFOJG2118N,17,A dog person,24.0,positive,2022-2023
stu_WFOJG2118N,18,Someone who likes to try new things,45.0,positive,2022-2023
stu_WFOJG2118N,18,Someone who likes to try new things,24.0,positive,2022-2023
stu_WFOJG2118N,19,Optimist,45.0,positive,2022-2023
stu_WFOJG2118N,20,Someone who enjoys mathia.,47.0,positive,2022-2023
stu_WFOJG2118N,20,Someone who enjoys mathia.,25.0,positive,2022-2023
stu_WMIXO5420V,1,An eighth grader.,22.0,8thgrade,2022-2023
stu_WMIXO5420V,1,An eighth grader.,4.0,8thgrade,2022-2023
stu_WMIXO5420V,1,An eighth grader.,14.0,neutral,2022-2023
stu_WMIXO5420V,2,A book lover.,25.0,positive,2022-2023
stu_WMIXO5420V,2,A book lover.,24.0,positive,2022-2023
stu_WMIXO5420V,3,Someone who isn't that great at math.,25.0,negative,2022-2023
stu_WMIXO5420V,4,A person whose favorite subject is English.,25.0,positive,2022-2023
stu_WMIXO5420V,4,A person whose favorite subject is English.,14.0,positive,2022-2023
stu_WMIXO5420V,5,A movie lover.,24.0,positive,2022-2023
stu_WMIXO5420V,6,A horrible artist.,26.0,negative,2022-2023
stu_WMIXO5420V,7,Someone who hates state testing.,24.0,negative,2022-2023
stu_WMIXO5420V,7,Someone who hates state testing.,14.0,neutral,2022-2023
stu_WMIXO5420V,8,A question asker.,25.0,positive,2022-2023
stu_WMIXO5420V,9,Someone who is very interested in baking.,31.0,positive,2022-2023
stu_WMIXO5420V,9,Someone who is very interested in baking.,24.0,positive,2022-2023
stu_WMIXO5420V,10,An honor roll student.,25.0,positive,2022-2023
stu_WMIXO5420V,10,An honor roll student.,14.0,positive,2022-2023
stu_WMIXO5420V,11,Someone who hates dresscode.,24.0,negative,2022-2023
stu_WMIXO5420V,12,A person who is confused by Mathia.,47.0,negative,2022-2023
stu_WMIXO5420V,13,Writer.,25.0,neutral,2022-2023
stu_WMIXO5420V,14,Dancer.,26.0,neutral,2022-2023
stu_WMIXO5420V,15,Rainy day hater.,24.0,negative,2022-2023
stu_WMIXO5420V,16,Sunny day lover.,24.0,positive,2022-2023
stu_WMIXO5420V,17,Fall lover.,24.0,positive,2022-2023
stu_WMIXO5420V,18,Winter hater.,24.0,negative,2022-2023
stu_WMIXO5420V,19,A person who hates questions.,45.0,negative,2022-2023
stu_WMIXO5420V,20,Someone who just answered twenty questions.,47.0,neutral,2022-2023
stu_WTVEM3699W,1,I am a football player.,29.0,neutral,2022-2023
stu_WTVEM3699W,2,I am an Africain/Amaricain.,7.0,african and american,2022-2023
stu_WTVEM3699W,3,I am Cave Verdian.,7.0,cape verdean,2022-2023
stu_WTVEM3699W,4,I am a male.,1.0,male,2022-2023
stu_WTVEM3699W,5,I am a brother.,12.0,neutral,2022-2023
stu_WTVEM3699W,5,I am a brother.,2.0,boy,2022-2023
stu_WTVEM3699W,6,I am a student.,14.0,neutral,2022-2023
stu_WTVEM3699W,7,I am a friend.,10.0,neutral,2022-2023
stu_WTVEM3699W,8,I am a son.,12.0,neutral,2022-2023
stu_WTVEM3699W,8,I am a son.,2.0,boy,2022-2023
stu_WTVEM3699W,9,I am a nice person.,44.0,positive,2022-2023
stu_WTVEM3699W,10,I am helpful,44.0,positive,2022-2023
stu_WTVEM3699W,11,I am careful.,43.0,positive,2022-2023
stu_WTVEM3699W,12,I am a funny guy.,46.0,positive,2022-2023
stu_WTVEM3699W,12,I am a funny guy.,2.0,boy,2022-2023
stu_WTVEM3699W,13,I am a middle schooler.,22.0,middleschool,2022-2023
stu_WTVEM3699W,13,I am a middle schooler.,4.0,middleschool,2022-2023
stu_WTVEM3699W,13,I am a middle schooler.,14.0,neutral,2022-2023
stu_WTVEM3699W,14,I am clean.,43.0,positive,2022-2023
stu_WTVEM3699W,15,I am a helper.,46.0,positive,2022-2023
stu_WTVEM3699W,16,I am African.,7.0,african,2022-2023
stu_WTVEM3699W,17,I am a gamer.,28.0,neutral,2022-2023
stu_WTVEM3699W,18,I am a Bike rider.,29.0,neutral,2022-2023
stu_WTVEM3699W,19,I am a shoe lover.,24.0,positive,2022-2023
stu_WTVEM3699W,20,I am all about fashion.,30.0,neutral,2022-2023
stu_WUDHR2640D,1,I'm Tupac lover,24.0,positive,2022-2023
stu_WUDHR2640D,2,I'm fried chicken eater,31.0,neutral,2022-2023
stu_WUDHR2640D,3,I'm a kobe bryant fan,24.0,positive,2022-2023
stu_WUDHR2640D,4,I have 2 siblings,12.0,neutral,2022-2023
stu_WUDHR2640D,5,I love basketball,24.0,positive,2022-2023
stu_WUDHR2640D,6,I am black,6.0,black,2022-2023
stu_WUDHR2640D,7,My favorite movie Rugrats in Paris,24.0,positive,2022-2023
stu_WUDHR2640D,8,I have 5 best friends,10.0,positive,2022-2023
stu_WUDHR2640D,9,I'm a great swimmer,29.0,positive,2022-2023
stu_WUDHR2640D,10,I have a pool cleaning,47.0,neutral,2022-2023
stu_WUDHR2640D,11,I'm a master at 2k23 nba,28.0,positive,2022-2023
stu_WUDHR2640D,12,I love Jayson Tatum,24.0,positive,2022-2023
stu_WUDHR2640D,13,I've never been to a Celtics game,47.0,neutral,2022-2023
stu_WUDHR2640D,14,I have swalload a screw,47.0,neutral,2022-2023
stu_WUDHR2640D,15,My favorite drink is Kool aid on a nice hot summer day,24.0,positive,2022-2023
stu_WUDHR2640D,16,My middle name is [name] like the painting,26.0,positive,2022-2023
stu_WUDHR2640D,16,My middle name is [name] like the painting,5.0,none,2022-2023
stu_WUDHR2640D,16,My middle name is [name] like the painting,24.0,positive,2022-2023
stu_WUDHR2640D,17,I'm a wilderness person,24.0,positive,2022-2023
stu_WUDHR2640D,18,I love playing video games,28.0,positive,2022-2023
stu_WUDHR2640D,18,I love playing video games,24.0,positive,2022-2023
stu_WUDHR2640D,19,I think MJ is the G.O.A.T,29.0,neutral,2022-2023
stu_WUDHR2640D,20,I'm a future wnba player,41.0,neutral,2022-2023
stu_WUDHR2640D,20,I'm a future wnba player,29.0,neutral,2022-2023
stu_WVHWF6332A,1,A girl,2.0,girl,2022-2023
stu_WVHWF6332A,2,A 7th grade student,22.0,7thgrade,2022-2023
stu_WVHWF6332A,2,A 7th grade student,4.0,7thgrade,2022-2023
stu_WVHWF6332A,2,A 7th grade student,14.0,neutral,2022-2023
stu_WVHWF6332A,3,tall,35.0,neutral,2022-2023
stu_WVHWF6332A,4,black hair,35.0,neutral,2022-2023
stu_WVHWF6332A,5,volleyball player,29.0,neutral,2022-2023
stu_WVHWF6332A,6,dancer,26.0,neutral,2022-2023
stu_WVHWF6332A,7,nice,44.0,positive,2022-2023
stu_WVHWF6332A,8,mean,44.0,negative,2022-2023
stu_WVHWF6332A,9,smart,43.0,positive,2022-2023
stu_WVHWF6332A,10,pretty,35.0,positive,2022-2023
stu_WVHWF6332A,11,middle class,17.0,neutral,2022-2023
stu_WVHWF6332A,12,short hair,35.0,neutral,2022-2023
stu_WVHWF6332A,13,funny,45.0,positive,2022-2023
stu_WVHWF6332A,14,grateful,45.0,positive,2022-2023
stu_WVHWF6332A,15,5'6,35.0,neutral,2022-2023
stu_WVHWF6332A,16,trustworthy,40.0,positive,2022-2023
stu_WVHWF6332A,17,determined,41.0,positive,2022-2023
stu_WVHWF6332A,18,clumsy,43.0,neutral,2022-2023
stu_WVHWF6332A,19,Haitian,7.0,haitian,2022-2023
stu_WVHWF6332A,20,Libra,22.0,libra,2022-2023
stu_WZSYO1566I,1,I am a 7th grade student at [school name] middle school,22.0,7thgrade,2022-2023
stu_WZSYO1566I,1,I am a 7th grade student at [school name] middle school,4.0,7thgrade,2022-2023
stu_WZSYO1566I,1,I am a 7th grade student at [school name] middle school,14.0,neutral,2022-2023
stu_WZSYO1566I,2,A human,21.0,none,2022-2023
stu_WZSYO1566I,3,A 13 year old,4.0,13,2022-2023
stu_WZSYO1566I,4,A kid with brown hair,35.0,neutral,2022-2023
stu_WZSYO1566I,4,A kid with brown hair,4.0,child,2022-2023
stu_WZSYO1566I,5,A kid who finished Mathia mid January,22.0,child,2022-2023
stu_WZSYO1566I,5,A kid who finished Mathia mid January,4.0,child,2022-2023
stu_WZSYO1566I,5,A kid who finished Mathia mid January,14.0,positive,2022-2023
stu_WZSYO1566I,6,A stressed child figuring out whoelse I can be,47.0,neutral,2022-2023
stu_WZSYO1566I,6,A stressed child figuring out whoelse I can be,4.0,child,2022-2023
stu_WZSYO1566I,6,A stressed child figuring out whoelse I can be,45.0,negative,2022-2023
stu_WZSYO1566I,7,A slacker,43.0,negative,2022-2023
stu_WZSYO1566I,8,Determined boy,41.0,positive,2022-2023
stu_WZSYO1566I,8,Determined boy,2.0,boy,2022-2023
stu_WZSYO1566I,9,A kid who get oushed out of bed when they wake up from a 8 hour nap,31.0,neutral,2022-2023
stu_WZSYO1566I,9,A kid who get oushed out of bed when they wake up from a 8 hour nap,4.0,child,2022-2023
stu_WZSYO1566I,9,A kid who get oushed out of bed when they wake up from a 8 hour nap,22.0,child,2022-2023
stu_WZSYO1566I,10,A kid who gets headaches way to much,36.0,negative,2022-2023
stu_WZSYO1566I,10,A kid who gets headaches way to much,4.0,child,2022-2023
stu_WZSYO1566I,10,A kid who gets headaches way to much,22.0,child,2022-2023
stu_WZSYO1566I,11,A kid who helps everyone else understand math,44.0,positive,2022-2023
stu_WZSYO1566I,11,A kid who helps everyone else understand math,4.0,child,2022-2023
stu_WZSYO1566I,12,I boy who signed up for the survey,47.0,neutral,2022-2023
stu_WZSYO1566I,12,I boy who signed up for the survey,2.0,boy,2022-2023
stu_WZSYO1566I,13,A guy who has a mathia addiction,14.0,positive,2022-2023
stu_WZSYO1566I,13,A guy who has a mathia addiction,2.0,boy,2022-2023
stu_WZSYO1566I,14,A boy who is eager to lean more math,25.0,positive,2022-2023
